,SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
13,42023,1610612760,OKC,Oklahoma City Thunder,0042300141,2024-04-21,OKC vs. NOP,W,240,37,85,0.435,10,32,0.313,10,13,0.769,8,36,44,21,5,7,13,13,94,2,1
14,42023,1610612742,DAL,Dallas Mavericks,0042300171,2024-04-21,DAL @ LAC,L,240,31,80,0.388,10,33,0.303,25,33,0.758,9,32,41,14,7,9,9,15,97,-12,1
15,42023,1610612746,LAC,LA Clippers,0042300171,2024-04-21,LAC vs. DAL,W,240,40,87,0.46,18,36,0.5,11,13,0.846,10,35,45,21,5,3,14,22,109,12,1
16,42023,1610612752,NYK,New York Knicks,0042300112,2024-04-22,NYK vs. PHI,W,240,37,91,0.407,11,33,0.333,19,23,0.826,12,34,46,22,5,6,8,17,104,3,1
17,42023,1610612755,PHI,Philadelphia 76ers,0042300112,2024-04-22,PHI @ NYK,L,240,36,84,0.429,13,36,0.361,16,22,0.727,10,34,44,26,3,6,11,21,101,-3,1
18,42023,1610612739,CLE,Cleveland Cavaliers,0042300132,2024-04-22,CLE vs. ORL,W,240,34,82,0.415,12,39,0.308,16,26,0.615,15,33,48,18,11,6,15,24,96,10,1
19,42023,1610612753,ORL,Orlando Magic,0042300132,2024-04-22,ORL @ CLE,L,240,29,80,0.363,9,35,0.257,19,26,0.731,11,30,41,18,8,5,17,22,86,-10,1
20,42023,1610612743,DEN,Denver Nuggets,0042300152,2024-04-22,DEN vs. LAL,W,240,39,88,0.443,8,34,0.235,15,17,0.882,9,36,45,26,6,4,9,17,101,2,1
21,42023,1610612747,LAL,Los Angeles Lakers,0042300152,2024-04-22,LAL @ DEN,L,240,38,78,0.487,13,30,0.433,10,13,0.769,4,34,38,24,6,3,15,20,99,-2,1
22,42023,1610612749,MIL,Milwaukee Bucks,0042300122,2024-04-23,MIL vs. IND,L,240,38,86,0.442,13,32,0.406,19,21,0.905,8,32,40,24,4,4,8,13,108,-17,1
23,42023,1610612754,IND,Indiana Pacers,0042300122,2024-04-23,IND @ MIL,W,240,50,90,0.556,16,36,0.444,9,14,0.643,7,38,45,38,3,6,6,18,125,17,1
24,42023,1610612750,MIN,Minnesota Timberwolves,0042300162,2024-04-23,MIN vs. PHX,W,240,35,78,0.449,9,32,0.281,26,30,0.867,10,29,39,23,11,2,14,21,105,12,1
25,42023,1610612756,PHX,Phoenix Suns,0042300162,2024-04-23,PHX @ MIN,L,240,35,78,0.449,8,22,0.364,15,19,0.789,11,30,41,19,7,1,20,22,93,-12,1
26,42023,1610612742,DAL,Dallas Mavericks,0042300172,2024-04-23,DAL @ LAC,W,240,32,76,0.421,14,33,0.424,18,27,0.667,11,39,50,17,8,7,14,23,96,3,1
27,42023,1610612746,LAC,LA Clippers,0042300172,2024-04-23,LAC vs. DAL,L,240,32,87,0.368,8,30,0.267,21,26,0.808,14,33,47,18,9,4,9,19,93,-3,1
28,42023,1610612738,BOS,Boston Celtics,0042300102,2024-04-24,BOS vs. MIA,L,240,37,80,0.463,12,32,0.375,15,21,0.714,6,33,39,21,9,8,13,17,101,-10,1
29,42023,1610612748,MIA,Miami Heat,0042300102,2024-04-24,MIA @ BOS,W,240,37,75,0.493,23,43,0.535,14,18,0.778,4,36,40,25,9,1,14,22,111,10,1
30,42023,1610612740,NOP,New Orleans Pelicans,0042300142,2024-04-24,NOP @ OKC,L,240,33,73,0.452,7,26,0.269,19,21,0.905,8,27,35,16,4,2,18,24,92,-32,1
31,42023,1610612760,OKC,Oklahoma City Thunder,0042300142,2024-04-24,OKC vs. NOP,W,240,46,78,0.59,14,29,0.483,18,20,0.9,5,32,37,25,5,2,9,19,124,32,1
32,42023,1610612752,NYK,New York Knicks,0042300113,2024-04-25,NYK @ PHI,L,240,44,90,0.489,13,30,0.433,13,19,0.684,11,21,32,27,4,3,9,25,114,-11,1
33,42023,1610612755,PHI,Philadelphia 76ers,0042300113,2024-04-25,PHI vs. NYK,W,240,41,75,0.547,15,31,0.484,28,33,0.848,8,28,36,24,6,8,11,18,125,11,1
34,42023,1610612739,CLE,Cleveland Cavaliers,0042300133,2024-04-25,CLE @ ORL,L,240,32,82,0.39,8,34,0.235,11,13,0.846,5,27,32,24,2,8,14,16,83,-38,1
35,42023,1610612753,ORL,Orlando Magic,0042300133,2024-04-25,ORL vs. CLE,W,240,47,92,0.511,13,37,0.351,14,16,0.875,14,37,51,24,7,3,9,21,121,38,1
36,42023,1610612743,DEN,Denver Nuggets,0042300153,2024-04-25,DEN @ LAL,W,240,44,90,0.489,5,28,0.179,19,22,0.864,14,37,51,27,4,3,13,14,112,7,1
37,42023,1610612747,LAL,Los Angeles Lakers,0042300153,2024-04-25,LAL vs. DEN,L,240,44,90,0.489,5,27,0.185,12,17,0.706,8,30,38,23,8,2,7,16,105,-7,1
38,42023,1610612749,MIL,Milwaukee Bucks,0042300123,2024-04-26,MIL @ IND,L,265,41,88,0.466,10,31,0.323,26,27,0.963,11,32,43,20,6,2,12,26,118,-3,1
39,42023,1610612754,IND,Indiana Pacers,0042300123,2024-04-26,IND vs. MIL,W,265,45,105,0.429,13,49,0.265,18,24,0.75,19,31,50,32,5,4,8,20,121,3,1
40,42023,1610612750,MIN,Minnesota Timberwolves,0042300163,2024-04-26,MIN @ PHX,W,240,43,87,0.494,13,34,0.382,27,31,0.871,15,35,50,26,5,1,14,25,126,17,1
41,42023,1610612756,PHX,Phoenix Suns,0042300163,2024-04-26,PHX vs. MIN,L,240,35,76,0.461,11,28,0.393,28,32,0.875,5,23,28,24,8,3,10,26,109,-17,1
42,42023,1610612742,DAL,Dallas Mavericks,0042300173,2024-04-26,DAL vs. LAC,W,240,39,86,0.453,9,35,0.257,14,19,0.737,11,25,36,21,12,7,9,16,101,11,1
43,42023,1610612746,LAC,LA Clippers,0042300173,2024-04-26,LAC @ DAL,L,240,32,70,0.457,10,29,0.345,16,20,0.8,8,33,41,19,5,4,19,24,90,-11,1
44,42023,1610612738,BOS,Boston Celtics,0042300103,2024-04-27,BOS @ MIA,W,240,39,82,0.476,11,37,0.297,15,21,0.714,10,33,43,22,4,6,6,16,104,20,1
45,42023,1610612748,MIA,Miami Heat,0042300103,2024-04-27,MIA vs. BOS,L,240,32,77,0.416,9,28,0.321,11,14,0.786,9,27,36,21,2,2,12,14,84,-20,1
46,42023,1610612739,CLE,Cleveland Cavaliers,0042300134,2024-04-27,CLE @ ORL,L,240,34,72,0.472,4,17,0.235,17,21,0.81,2,27,29,24,10,3,15,20,89,-23,1
47,42023,1610612753,ORL,Orlando Magic,0042300134,2024-04-27,ORL vs. CLE,W,240,43,77,0.558,12,26,0.462,14,19,0.737,8,35,43,24,7,6,18,19,112,23,1
48,42023,1610612740,NOP,New Orleans Pelicans,0042300143,2024-04-27,NOP vs. OKC,L,240,32,84,0.381,9,32,0.281,12,14,0.857,11,34,45,18,14,2,21,15,85,-21,1
49,42023,1610612760,OKC,Oklahoma City Thunder,0042300143,2024-04-27,OKC @ NOP,W,240,40,83,0.482,17,36,0.472,9,13,0.692,9,38,47,27,13,5,16,14,106,21,1
50,42023,1610612743,DEN,Denver Nuggets,0042300154,2024-04-27,DEN @ LAL,L,240,39,87,0.448,9,30,0.3,21,25,0.84,9,31,40,30,9,4,14,15,108,-11,1
51,42023,1610612747,LAL,Los Angeles Lakers,0042300154,2024-04-27,LAL vs. DEN,W,240,48,92,0.522,8,26,0.308,15,18,0.833,8,38,46,23,6,2,12,20,119,11,1
52,42023,1610612752,NYK,New York Knicks,0042300114,2024-04-28,NYK @ PHI,W,240,37,86,0.43,7,27,0.259,16,26,0.615,15,37,52,19,1,11,12,19,97,5,1
53,42023,1610612755,PHI,Philadelphia 76ers,0042300114,2024-04-28,PHI vs. NYK,L,240,29,82,0.354,9,33,0.273,25,29,0.862,9,33,42,23,5,5,9,24,92,-5,1
54,42023,1610612749,MIL,Milwaukee Bucks,0042300124,2024-04-28,MIL @ IND,L,240,46,90,0.511,12,33,0.364,9,14,0.643,7,35,42,26,5,4,9,18,113,-13,1
55,42023,1610612754,IND,Indiana Pacers,0042300124,2024-04-28,IND vs. MIL,W,240,46,89,0.517,22,43,0.512,12,18,0.667,5,33,38,33,5,6,8,18,126,13,1
56,42023,1610612750,MIN,Minnesota Timberwolves,0042300164,2024-04-28,MIN @ PHX,W,240,41,89,0.461,15,36,0.417,25,31,0.806,17,27,44,23,6,6,12,27,122,6,1
57,42023,1610612756,PHX,Phoenix Suns,0042300164,2024-04-28,PHX vs. MIN,L,240,38,74,0.514,10,26,0.385,30,36,0.833,10,23,33,20,6,7,12,26,116,-6,1
58,42023,1610612742,DAL,Dallas Mavericks,0042300174,2024-04-28,DAL vs. LAC,L,240,40,81,0.494,11,33,0.333,20,25,0.8,14,28,42,22,5,5,17,21,111,-5,1
59,42023,1610612746,LAC,LA Clippers,0042300174,2024-04-28,LAC @ DAL,W,240,43,80,0.538,18,29,0.621,12,18,0.667,5,24,29,22,10,6,13,27,116,5,1
60,42023,1610612738,BOS,Boston Celtics,0042300104,2024-04-29,BOS @ MIA,W,240,36,86,0.419,14,37,0.378,16,18,0.889,11,35,46,21,5,3,11,20,102,14,1
61,42023,1610612748,MIA,Miami Heat,0042300104,2024-04-29,MIA vs. BOS,L,240,35,86,0.407,9,33,0.273,9,12,0.75,8,34,42,17,4,3,15,18,88,-14,1
62,42023,1610612740,NOP,New Orleans Pelicans,0042300144,2024-04-29,NOP vs. OKC,L,240,32,85,0.376,8,34,0.235,17,20,0.85,12,38,50,22,10,8,19,25,89,-8,1
63,42023,1610612760,OKC,Oklahoma City Thunder,0042300144,2024-04-29,OKC @ NOP,W,240,35,82,0.427,12,40,0.3,15,24,0.625,8,36,44,18,9,7,14,18,97,8,1
64,42023,1610612743,DEN,Denver Nuggets,0042300155,2024-04-29,DEN vs. LAL,W,240,42,89,0.472,16,38,0.421,8,9,0.889,9,36,45,28,6,1,14,16,108,2,1
65,42023,1610612747,LAL,Los Angeles Lakers,0042300155,2024-04-29,LAL @ DEN,L,240,39,84,0.464,10,35,0.286,18,27,0.667,11,30,41,30,7,6,9,12,106,-2,1
66,42023,1610612752,NYK,New York Knicks,0042300115,2024-04-30,NYK vs. PHI,L,265,40,86,0.465,10,36,0.278,16,24,0.667,6,34,40,19,10,8,15,19,106,-6,1
67,42023,1610612755,PHI,Philadelphia 76ers,0042300115,2024-04-30,PHI @ NYK,W,265,42,91,0.462,15,39,0.385,13,19,0.684,12,34,46,28,5,7,17,23,112,6,1
68,42023,1610612749,MIL,Milwaukee Bucks,0042300125,2024-04-30,MIL vs. IND,W,240,44,84,0.524,11,29,0.379,16,20,0.8,11,33,44,23,8,4,11,15,115,23,1
69,42023,1610612754,IND,Indiana Pacers,0042300125,2024-04-30,IND @ MIL,L,240,36,81,0.444,12,38,0.316,8,13,0.615,10,26,36,25,3,3,13,18,92,-23,1
70,42023,1610612739,CLE,Cleveland Cavaliers,0042300135,2024-04-30,CLE vs. ORL,W,240,38,88,0.432,13,37,0.351,15,19,0.789,8,31,39,23,9,3,10,25,104,1,1
71,42023,1610612753,ORL,Orlando Magic,0042300135,2024-04-30,ORL @ CLE,L,240,36,78,0.462,9,31,0.29,22,29,0.759,7,36,43,17,5,7,14,17,103,-1,1
72,42023,1610612738,BOS,Boston Celtics,0042300105,2024-05-01,BOS vs. MIA,W,240,42,77,0.545,16,40,0.4,18,27,0.667,8,48,56,23,5,3,15,15,118,34,1
73,42023,1610612748,MIA,Miami Heat,0042300105,2024-05-01,MIA @ BOS,L,240,36,87,0.414,3,29,0.103,9,10,0.9,2,27,29,20,4,0,6,17,84,-34,1
74,42023,1610612742,DAL,Dallas Mavericks,0042300175,2024-05-01,DAL @ LAC,W,240,47,87,0.54,14,39,0.359,15,20,0.75,9,31,40,27,5,6,10,22,123,30,1
75,42023,1610612746,LAC,LA Clippers,0042300175,2024-05-01,LAC vs. DAL,L,240,33,87,0.379,9,35,0.257,18,21,0.857,14,31,45,18,4,0,15,19,93,-30,1
76,42023,1610612752,NYK,New York Knicks,0042300116,2024-05-02,NYK @ PHI,W,240,43,93,0.462,14,31,0.452,18,24,0.75,20,28,48,28,6,8,9,17,118,3,1
77,42023,1610612755,PHI,Philadelphia 76ers,0042300116,2024-05-02,PHI vs. NYK,L,240,38,87,0.437,17,40,0.425,22,23,0.957,16,30,46,20,6,5,12,22,115,-3,1
78,42023,1610612749,MIL,Milwaukee Bucks,0042300126,2024-05-02,MIL @ IND,L,240,35,83,0.422,7,27,0.259,21,32,0.656,15,25,40,19,4,0,12,18,98,-22,1
79,42023,1610612754,IND,Indiana Pacers,0042300126,2024-05-02,IND vs. MIL,W,240,46,85,0.541,13,40,0.325,15,17,0.882,7,37,44,33,7,3,11,26,120,22,1
80,42023,1610612739,CLE,Cleveland Cavaliers,0042300136,2024-05-03,CLE @ ORL,L,240,42,86,0.488,7,28,0.25,5,10,0.5,7,31,38,15,8,10,15,23,96,-7,1
81,42023,1610612753,ORL,Orlando Magic,0042300136,2024-05-03,ORL vs. CLE,W,240,35,89,0.393,11,36,0.306,22,26,0.846,15,33,48,19,6,4,14,15,103,7,1
82,42023,1610612742,DAL,Dallas Mavericks,0042300176,2024-05-03,DAL vs. LAC,W,240,40,83,0.482,12,36,0.333,22,33,0.667,18,27,45,26,6,4,10,24,114,13,1
83,42023,1610612746,LAC,LA Clippers,0042300176,2024-05-03,LAC @ DAL,L,240,34,82,0.415,8,31,0.258,25,32,0.781,16,29,45,23,4,2,11,26,101,-13,1
84,42023,1610612743,DEN,Denver Nuggets,0042300231,2024-05-04,DEN vs. MIN,L,240,35,75,0.467,13,31,0.419,16,20,0.8,3,31,34,24,12,2,12,18,99,-7,1
85,42023,1610612750,MIN,Minnesota Timberwolves,0042300231,2024-05-04,MIN @ DEN,W,240,43,82,0.524,11,27,0.407,9,12,0.75,7,35,42,24,4,6,14,20,106,7,1
